,"This sheet provides coordinates for potential CO2 point source locations and CO2 EOR basin locations.  Oil field coordinates are limited to the state and basin geographic centroid, as exact field-specific coordinates are proprietary.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,STATE GEOGRAPHIC CENTROID COORDINATES,,,,CITY GEOGRAPHIC CENTROID COORDINATES,,,,USGS O&G PROVINCE REGION GEOGRAPHIC CENTROID COORDINATES,,,,,,Handy Whitman Regions,,,,,,,
,These coordinates are used for CO2 Point Source location when user selects the State Option,,,,These coordinates are used for CO2 Point Source location when user selects City and State Option,,,,These coordinates are used for CO2 Point Source location when user selects Region Option,,,,,,"This table provides the Handy Whitman region for each state, based on the Handy Whitman Region identified in 8216483 (osti.gov) (LINKED in V23)",,,,,,,
,U.S. State,State Geographic Centroid,,,,"City, State Geographic Centroid",,,"Region (i.e., Province Name)",CentroidLat,CentroidLong,Handy Whitman Region Number,Handy Whitman Region ,,U.S. State,Handy Whitman Region Number,Handy Whitman Region,,,,,
,Abbv.,Latitude (Decimal Degrees),Longitude (Decimal Degrees),,"City, State",lat,long,,EIA Basin,Latitude,Longitude,#,Region Name,,Abbv.,#,Region Name,,,,,
,VA,37.5215,-78.8537,,"Limestone County, AL",34.8101,-86.9813,,Eastern Great Basin,39.461243,-114.138692,2,Plateau,,VA,7,S. Atlantic,,,,,
,VT,44.0687,-72.6658,,"Lowndes County, AL",32.1548,-86.6501,,Florida Peninsula,25.806406,-81.981696,7,S. Atlantic,,VT,9,N. Atlantic,,,,,
,WA,47.3826,-120.4472,,"Macon County, AL",32.386,-85.6926,,Forest City Basin,40.22144,-94.270185,4,N. Central,,WA,1,Pacific,,,,,
,WI,44.6243,-89.9941,,"Madison County, AL",34.7631,-86.5502,,Forest City Basin - IA,41.453271,-94.043362,4,N. Central,,WI,5,N. Central,,,,,
,WV,38.6409,-80.6227,,"Marengo County, AL",32.2476,-87.7895,,Forest City Basin - KS,38.966307,-95.594925,4,N. Central,,WV,8,N. Atlantic,,,,,
,WY,42.9957,-107.5512,,"Marion County, AL",34.1366,-87.8871,,Forest City Basin - MO,39.593632,-93.601756,4,N. Central,,WY,2,Plateau,,,,,
,,,,,"Marshall County, AL",34.3669,-86.3066,,Forest City Basin - NE,40.499553,-95.995174,4,N. Central,,,,,,,,,
,,,,,"Mobile County, AL",30.7943,-88.2018,,ID - WY Thrust Belt - Greater Green River Basin,42.015807,-110.708525,2,Plateau,,,,,,,,,
,,,,,"Monroe County, AL",31.5706,-87.3658,,ID - WY Thrust Belt - Greater Green River Basin - CO,40.807651,-108.045513,2,Plateau,,,,,,,,,
,,,,,"Montgomery County, AL",32.2202,-86.2076,,ID - WY Thrust Belt - Greater Green River Basin - ID,42.829228,-111.488838,2,Plateau,,,,,,,,,
,,,,,"Morgan County, AL",34.4535,-86.8529,,ID - WY Thrust Belt - Greater Green River Basin - UT,41.078347,-111.403232,2,Plateau,,,,,,,,,
,,,,,"Perry County, AL",32.6385,-87.2942,,ID - WY Thrust Belt - Greater Green River Basin - WY,41.944102,-109.560592,2,Plateau,,,,,,,,,
,,,,,"Pickens County, AL",33.2809,-88.0887,,Illinois Basin,38.871304,-87.974792,5,N. Central,,,,,,,,,
,,,,,"Pike County, AL",31.8024,-85.9409,,Illinois Basin - IL,39.521253,-88.940459,5,N. Central,,,,,,,,,
,,,,,"Randolph County, AL",33.2938,-85.4591,,Illinois Basin - IN,39.584715,-86.600841,5,N. Central,,,,,,,,,
,,,,,"Russell County, AL",32.2884,-85.1849,,Illinois Basin - KY,37.264661,-87.35114,6,S. Atlantic,,,,,,,,,
,,,,,"Shelby County, AL",33.2643,-86.6607,,Illinois Basin - MO,37.049489,-89.667767,4,N. Central,,,,,,,,,
,,,,,"Shelby County, IA",33.2643,-86.6607,,Illinois Basin - TN,36.262212,-88.183463,6,S. Atlantic,,,,,,,,,
,,,,,"Sumter County, AL",32.591,-88.1988,,Las Animas Arch,39.295384,-102.420846,3,S. Central,,,,,,,,,
,,,,,"Talladega County, AL",33.38,-86.1659,,Los Angeles Basin,33.538782,-118.144392,1,Pacific,,,,,,,,,
,,,,,"Tallapoosa County, AL",32.8624,-85.7975,,Marathon Thrust Belt,30.231057,-103.174086,3,S. Central,,,,,,,,,
,,,,,"Tuscaloosa County, AL",33.2896,-87.525,,Michigan Basin,43.708472,-85.644086,5,N. Central,,,,,,,,,
,,,,,"Walker County, AL",33.8034,-87.2973,,Michigan Basin - IL,41.901369,-88.202395,5,N. Central,,,,,,,,,
,,,,,"Washington County, AL",31.4077,-88.2071,,Michigan Basin - IN,41.44152,-85.982798,5,N. Central,,,,,,,,,
,,,,,"Wilcox County, AL",31.9892,-87.3082,,Michigan Basin - MI,43.622145,-88.340055,5,N. Central,,,,,,,,,
,,,,,"Winston County, AL",34.1492,-87.3737,,Michigan Basin - OH,41.400311,-84.119251,5,N. Central,,,,,,,,,
,,,,,"Apache County, AZ",35.3957,-109.4888,,Michigan Basin - WI,46.127948,-86.209974,5,N. Central,,,,,,,,,
,,,,,"Cochise County, AZ",31.8796,-109.7511,,Montana Thrust Belt,46.881147,-113.569865,2,Plateau,,,,,,,,,
,,,,,"Coconino County, AZ",35.8387,-111.7705,,Nemaha Uplift,39.619472,-95.741517,4,N. Central,,,,,,,,,
,,,,,"Gila County, AZ",33.7997,-110.8117,,Nemaha Uplift - KS,38.834601,-96.674642,4,N. Central,,,,,,,,,
,,,,,"Graham County, AZ",32.9327,-109.8874,,Nemaha Uplift - OK,36.338053,-97.155506,4,N. Central,,,,,,,,,
,,,,,"Greenlee County, AZ",33.2153,-109.2401,,Northern Coastal,40.629709,-123.924582,1,Pacific,,,,,,,,,
,,,,,"La Paz County, AZ",33.7292,-113.9813,,Palo Duro Basin,34.365775,-101.465045,3,S. Central,,,,,,,,,
,,,,,"Maricopa County, AZ",33.3488,-112.4912,,Palo Duro Basin - NM,34.221562,-103.146414,3,S. Central,,,,,,,,,
,,,,,"Mohave County, AZ",35.7044,-113.7582,,Palo Duro Basin - TX,34.372523,-101.404588,3,S. Central,,,,,,,,,
,,,,,"Navajo County, AZ",35.3996,-110.3214,,Paradox Basin,37.848454,-109.265368,2,Plateau,,,,,,,,,
,,,,,"Pima County, AZ",32.0974,-111.7899,,Paradox Basin - AZ,36.767976,-109.322333,2,Plateau,,,,,,,,,
,,,,,"Pinal County, AZ",32.9043,-111.3447,,Paradox Basin - CO,37.751791,-108.511422,2,Plateau,,,,,,,,,
,,,,,"Santa Cruz County, AZ",31.526,-110.8466,,Paradox Basin - NM,36.785223,-108.806188,2,Plateau,,,,,,,,,
,,,,,"Yavapai County, AZ",34.5999,-112.5538,,Paradox Basin - UT,38.108422,-109.756499,2,Plateau,,,,,,,,,
,,,,,"Yuma County, AZ",32.7694,-113.9056,,Park Basins,40.358766,-106.071224,2,Plateau,,,,,,,,,
,,,,,"Arkansas County, AR",34.2908,-91.3749,,Permian Basin,31.964221,-102.437474,3,S. Central,,,,,,,,,
,,,,,"Ashley County, AR",33.1912,-91.7679,,Permian Basin - NM,32.888823,-103.913369,3,S. Central,,,,,,,,,
,,,,,"Baxter County, AR",36.2872,-92.337,,Permian Basin - TX,31.714809,-102.03935,3,S. Central,,,,,,,,,
,,,,,"Benton County, AR",36.3392,-94.2573,,Powder River Basin,44.550232,-105.781241,2,Plateau,,,,,,,,,
,,,,,"Benton County, IA",36.3392,-94.2573,,Powder River Basin - MT,45.677768,-106.185271,2,Plateau,,,,,,,,,
,,,,,"Boone County, AR",36.3086,-93.0915,,Powder River Basin - WY,43.856221,-105.604327,2,Plateau,,,,,,,,,
,,,,,"Bradley County, AR",33.4659,-92.1623,,San Joaquin Basin,36.333804,-119.990192,1,Pacific,,,,,,,,,
,,,,,"Calhoun County, AR",33.558,-92.5031,,San Juan Basin,36.442027,-107.696381,2,Plateau,,,,,,,,,
,,,,,"Carroll County, AR",36.341,-93.5382,,San Juan Basin - CO,37.140803,-107.440015,2,Plateau,,,,,,,,,
,,,,,"Chicot County, AR",33.2672,-91.294,,San Juan Basin - NM,36.321775,-107.740499,2,Plateau,,,,,,,,,
,,,,,"Clark County, AR",34.051,-93.1764,,Santa Maria Basin,34.970957,-120.428915,1,Pacific,,,,,,,,,
,,,,,"Clay County, AR",36.3685,-90.4173,,SE Oregon Basins,42.673861,-119.740124,1,Pacific,,,,,,,,,
,,,,,"Cleburne County, AR",35.5381,-92.0267,,SE Oregon Basins - CA,41.45145,-120.891427,1,Pacific,,,,,,,,,
,,,,,"Cleveland County, AR",33.8983,-92.1852,,SE Oregon Basins - NV,41.477287,-119.424168,1,Pacific,,,,,,,,,
,,,,,"Columbia County, AR",33.2143,-93.2274,,SE Oregon Basins - OR,43.104208,-119.526843,1,Pacific,,,,,,,,,
,,,,,"Conway County, AR",35.2622,-92.7014,,Sedgwick Basin/Salina Basin,38.4284165,-98.4312515,4,N. Central,,,,,,,,,
,,,,,"Craighead County, AR",35.8308,-90.6328,,Salina Basin - KS,39.442707,-98.571889,4,N. Central,,,,,,,,,
,,,,,"Crawford County, AR",35.5889,-94.243,,Salina Basin - NE,40.357988,-99.017321,4,N. Central,,,,,,,,,
,,,,,"Crittenden County, AR",35.2079,-90.3089,,Sedgwick Basin - KS,37.388962,-98.136676,4,N. Central,,,,,,,,,
,,,,,"Cross County, AR",35.2958,-90.7713,,Sedgwick Basin - OK,36.600642,-98.099703,3,S. Central,,,,,,,,,
,,,,,"Dallas County, AR",33.9698,-92.6545,,Sherman Basin - TX,33.391682,-96.671523,3,S. Central,,,,,,,,,
,,,,,"Desha County, AR",33.8333,-91.254,,Sonoma-Livermore,38.299928,-122.464798,1,Pacific,,,,,,,,,
,,,,,"Drew County, AR",33.5895,-91.72,,South Florida Basin,26.357142,-81.16305,7,S. Atlantic,,,,,,,,,
,,,,,"Faulkner County, AR",35.147,-92.332,,Southern Oklahoma,33.396986,-96.677372,3,S. Central,,,,,,,,,
,,,,,"Franklin County, AR",35.5123,-93.8906,,Southwestern Wyoming,41.856073,-110.082655,2,Plateau,,,,,,,,,
,,,,,"Fulton County, AR",36.3817,-91.8183,,Southwestern Wyoming - UT,40.952845,-110.048334,2,Plateau,,,,,,,,,
,,,,,"Garland County, AR",34.5767,-93.1504,,Southwestern Wyoming - WY,41.646881,-108.671818,2,Plateau,,,,,,,,,
,,,,,"Grant County, AR",34.29,-92.4236,,Southwestern Wyoming - CO,40.729195,-107.905034,2,Plateau,,,,,,,,,
,,,,,"Greene County, AR",36.1177,-90.5591,,Superior,46.90974,-88.973825,5,N. Central,,,,,,,,,
,,,,,"Hempstead County, AR",33.7354,-93.6684,,TX-LA-MS Salt Basins,32.013883,-92.07482,3,S. Central,,,,,,,,,
,,,,,"Hot Spring County, AR",34.3177,-92.946,,TX-LA-MS Salt Basins - AL,31.031561,-87.979407,6,S. Atlantic,,,,,,,,,
,,,,,"Howard County, AR",34.0887,-93.9935,,TX-LA-MS Salt Basins - AR,33.210107,-92.631445,3,S. Central,,,,,,,,,
,,,,,"Howard County, IA",34.0887,-93.9935,,TX-LA-MS Salt Basins - FL,30.738074,-87.274405,6,S. Atlantic,,,,,,,,,
,,,,,"Independence County, AR",35.7415,-91.5698,,TX-LA-MS Salt Basins - LA,32.266879,-92.568814,3,S. Central,,,,,,,,,
,,,,,"Izard County, AR",36.0949,-91.9134,,TX-LA-MS Salt Basins - MS,31.709832,-89.867531,6,S. Atlantic,,,,,,,,,
,,,,,"Jackson County, AR",35.5994,-91.2146,,TX-LA-MS Salt Basins - TX,32.239409,-95.226765,3,S. Central,,,,,,,,,
,,,,,"Jefferson County, AR",34.2688,-91.9315,,Uinta-Piceance Basin,39.568033,-109.269975,2,Plateau,,,,,,,,,
,,,,,"Johnson County, AR",35.5701,-93.4599,,Uinta-Piceance Basin - CO,39.362563,-108.119137,2,Plateau,,,,,,,,,
,,,,,"Lafayette County, AR",33.2408,-93.6073,,Uinta-Piceance Basin - UT,39.754847,-110.316313,2,Plateau,,,,,,,,,
,,,,,"Lawrence County, AR",36.0413,-91.1071,,Ventura Basin,34.329051,-119.228184,1,Pacific,,,,,,,,,
,,,,,"Lee County, AR",34.7807,-90.782,,Western Great Basin,39.312191,-116.653318,1,Pacific,,,,,,,,,
,,,,,"Lincoln County, AR",33.9575,-91.7333,,Western Gulf,29.41591,-95.400279,3,S. Central,,,,,,,,,
,,,,,"Little River County, AR",33.7005,-94.2343,,Western Gulf - LA,30.356334,-91.687071,3,S. Central,,,,,,,,,
,,,,,"Madison County, AR",36.011,-93.7246,,Western Gulf - MS,31.117205,-90.984576,3,S. Central,,,,,,,,,
,,,,,"Marion County, AR",36.2684,-92.6842,,Western Gulf - TX,29.14989,-97.253175,3,S. Central,,,,,,,,,
,,,,,"Miller County, AR",33.3124,-93.8918,,Williston Basin,47.397836,-102.927148,4,N. Central,,,,,,,,,
,,,,,"Mississippi County, AR",35.7639,-90.054,,Williston Basin - MT,47.690216,-105.135614,2,Plateau,,,,,,,,,
,,,,,"Monroe County, AR",34.6778,-91.2038,,Williston Basin - ND,47.526298,-101.880459,4,N. Central,,,,,,,,,
,,,,,"Montgomery County, AR",34.5388,-93.6595,,Williston Basin - SD,45.592194,-102.786016,4,N. Central,,,,,,,,,
,,,,,"Nevada County, AR",33.664,-93.3072,,Wind River Basin,43.071799,-108.10941,2,Plateau,,,,,,,,,
,,,,,"Newton County, AR",35.92,-93.2179,,,,,,,,,,,,,,,
,,,,,"Ouachita County, AR",33.5933,-92.882,,,,,,,,,,,,,,,
,,,,,"Perry County, AR",34.9474,-92.9315,,,,,,,,,,,,,,,
,,,,,"Phillips County, AR",34.4283,-90.848,,,,,,,,,,,,,,,
,,,,,"Pike County, AR",34.1636,-93.6564,,,,,,,,,,,,,,,
,,,,,"Poinsett County, AR",35.574,-90.6629,,,,,,,,,,,,,,,
,,,,,"Polk County, AR",34.4858,-94.2281,,,,,,,,,,,,,,,
,,,,,"Pope County, AR",35.4476,-93.0342,,,,,,,,,,,,,,,
,,,,,"Prairie County, AR",34.8297,-91.5528,,,,,,,,,,,,,,,
,,,,,"Pulaski County, AR",34.7699,-92.3117,,,,,,,,,,,,,,,
,,,,,"Randolph County, AR",36.3415,-91.0278,,,,,,,,,,,,,,,
,,,,,"Saline County, AR",34.6466,-92.6766,,,,,,,,,,,,,,,
,,,,,"Scott County, AR",34.8608,-94.0633,,,,,,,,,,,,,,,
,,,,,"Searcy County, AR",35.9109,-92.6995,,,,,,,,,,,,,,,
,,,,,"Sebastian County, AR",35.1993,-94.274,,,,,,,,,,,,,,,
,,,,,"Sevier County, AR",33.9973,-94.2412,,,,,,,,,,,,,,,
,,,,,"Sharp County, AR",36.1611,-91.4799,,,,,,,,,,,,,,,
,,,,,"Stone County, AR",35.8599,-92.1567,,,,,,,,,,,,,,,
,,,,,"Stone County, MO",35.8599,-92.1567,,,,,,,,,,,,,,,
,,,,,"Union County, AR",33.1713,-92.5973,,,,,,,,,,,,,,,
,,,,,"Van Buren County, AR",35.5807,-92.5157,,,,,,,,,,,,,,,
,,,,,"Washington County, AR",35.98,-94.2147,,,,,,,,,,,,,,,
,,,,,"White County, AR",35.2563,-91.7457,,,,,,,,,,,,,,,
,,,,,"Woodruff County, AR",35.1863,-91.2432,,,,,,,,,,,,,,,
,,,,,"Yell County, AR",35.0026,-93.4113,,,,,,,,,,,,,,,
,,,,,"Alameda County, CA",37.6466,-121.886,,,,,,,,,,,,,,,
,,,,,"Alpine County, CA",38.5973,-119.8207,,,,,,,,,,,,,,,
,,,,,"Amador County, CA",38.4461,-120.6519,,,,,,,,,,,,,,,
,,,,,"Butte County, CA",39.6669,-121.6007,,,,,,,,,,,,,,,
,,,,,"Calaveras County, CA",38.2046,-120.5541,,,,,,,,,,,,,,,
,,,,,"Colusa County, CA",39.1775,-122.237,,,,,,,,,,,,,,,
,,,,,"Contra Costa County, CA",37.9163,-121.9276,,,,,,,,,,,,,,,
,,,,,"Del Norte County, CA",41.7431,-123.897,,,,,,,,,,,,,,,
,,,,,"El Dorado County, CA",38.7785,-120.5247,,,,,,,,,,,,,,,
,,,,,"Fresno County, CA",36.7584,-119.6503,,,,,,,,,,,,,,,
,,,,,"Glenn County, CA",39.5984,-122.3922,,,,,,,,,,,,,,,
,,,,,"Humboldt County, CA",40.6984,-123.8735,,,,,,,,,,,,,,,
,,,,,"Imperial County, CA",33.0395,-115.3653,,,,,,,,,,,,,,,
,,,,,"Inyo County, CA",36.5111,-117.4107,,,,,,,,,,,,,,,
,,,,,"Kern County, CA",35.3429,-118.7298,,,,,,,,,,,,,,,
,,,,,"Kings County, CA",36.0753,-119.8156,,,,,,,,,,,,,,,
,,,,,"Lake County, CA",39.0997,-122.7532,,,,,,,,,,,,,,,
,,,,,"Lassen County, CA",40.6736,-120.5943,,,,,,,,,,,,,,,
,,,,,"Madera County, CA",37.218,-119.7626,,,,,,,,,,,,,,,
,,,,,"Marin County, CA",38.0725,-122.7185,,,,,,,,,,,,,,,
,,,,,"Mariposa County, CA",37.5815,-119.9055,,,,,,,,,,,,,,,
,,,,,"Mendocino County, CA",39.44,-123.3912,,,,,,,,,,,,,,,
,,,,,"Merced County, CA",37.1926,-120.718,,,,,,,,,,,,,,,
,,,,,"Modoc County, CA",41.5899,-120.725,,,,,,,,,,,,,,,
,,,,,"Mono County, CA",37.939,-118.8867,,,,,,,,,,,,,,,
,,,,,"Monterey County, CA",36.2169,-121.2389,,,,,,,,,,,,,,,
,,,,,"Napa County, CA",38.5066,-122.3305,,,,,,,,,,,,,,,
,,,,,"Nevada County, CA",39.3014,-120.7683,,,,,,,,,,,,,,,
,,,,,"Orange County, CA",33.703,-117.7605,,,,,,,,,,,,,,,
,,,,,"Placer County, CA",39.0635,-120.7176,,,,,,,,,,,,,,,
,,,,,"Plumas County, CA",40.0047,-120.8386,,,,,,,,,,,,,,,
,,,,,"Riverside County, CA",33.7437,-115.9939,,,,,,,,,,,,,,,
,,,,,"Sacramento County, CA",38.4542,-121.3384,,,,,,,,,,,,,,,
,,,,,"San Benito County, CA",36.6057,-121.075,,,,,,,,,,,,,,,
,,,,,"San Bernardino County, CA",34.8415,-116.1784,,,,,,,,,,,,,,,
,,,,,"San Diego County, CA",33.0354,-116.7335,,,,,,,,,,,,,,,
,,,,,"San Francisco County, CA",37.7558,-122.4424,,,,,,,,,,,,,,,
,,,,,"San Joaquin County, CA",37.9345,-121.272,,,,,,,,,,,,,,,
,,,,,"San Luis Obispo County, CA",35.3872,-120.404,,,,,,,,,,,,,,,
,,,,,"San Mateo County, CA",37.4218,-122.3293,,,,,,,,,,,,,,,
,,,,,"Santa Barbara County, CA",34.6731,-120.0165,,,,,,,,,,,,,,,
,,,,,"Santa Clara County, CA",37.2325,-121.6963,,,,,,,,,,,,,,,
,,,,,"Santa Cruz County, CA",37.0563,-122.0018,,,,,,,,,,,,,,,
,,,,,"Shasta County, CA",40.7638,-122.0405,,,,,,,,,,,,,,,
,,,,,"Sierra County, CA",39.5804,-120.516,,,,,,,,,,,,,,,
,,,,,"Siskiyou County, CA",41.5927,-122.5404,,,,,,,,,,,,,,,
,,,,,"Stanislaus County, CA",37.5592,-120.9978,,,,,,,,,,,,,,,
,,,,,"Sutter County, CA",39.0345,-121.6949,,,,,,,,,,,,,,,
