Storage Project Type,Formation Number UID,Basin,Formation Identifier,Formation State,Formation Centroid Longitude,Formation Centroid Latitude,,Point Source Coordinates Latitude,Point Source Coordinates Longitude,Dedicated or Trunkline Distance,Distance Estimate for CO2_T_COM Results,Dedicated or Trunkline Transport Cost,Parallel Trunkline Multiplier,Gathering Line Distance,Gathering Line Transport Cost,Distribution Line Distance,Distribution Line Cost,Combined Transport Cost,PISC,Shovel Ready EOR,Storage Cost,30 Year Capacity,T&S Cost If Eligible,Formation Identifier (Rpt.),,CTS Tool Utility: Storage Lookup Key
Storage Project Type (SALINE = saline aquifer; EOR = conventional oilfield converted to CO2 Enhanced Oil Revocery),"The unique identifying number aligns to CO2_S_COM geologic database formations, and CO2 EOR Evaluation System oilfields","The basin name is based on USGS oil and gas province names, used for conventional oilfields",aligns to CO2_S_COM geologic database formations; the numbers refer to defined portions of the overall reservoir,U.S. state abbreviation where the formation centroid is located,Saline formation or Basin - State (oilfield proxy) geographic centroid longitude,Saline formation or Basin - State (oilfield proxy) geographic centroid latitude,,latitude; decimal degrees (based on user source location input),longitude; decimal degrees (based on user source location input),"straight-line distance between point source and formation centroid, in miles, accounting for curvature of the earth","distance between point source and formation centroid, rounded to nearest 10 miles, accounting for user input tortuosity","CO2_T_COM FYBE cost, adjusted to user selected cost basis year","number of parallel trunklines selected by user (1, 2, or 3); default is 1 if dedicated pipeline option is selected by user","pipeline distance between point source and trunkline, if selected; 1/10th the length of the trunkline, maximum of 50 miles","CO2_T_COM FYBE cost of gathering pipeline, if trunkline option is selected by user","pipeline distance between trunkline and storage site, if trunkline selected; 1/10th the length of the trunkline, maximum of 50 miles","CO2_T_COM FYBE cost of distribution pipeline, if trunkline option is selected by user","Total Transport cost, for all estimated distances below 1000 miles.  CTS tool assumes pipelines over 1000 miles are not tenable.","Post Injection Site Care duration in years based on user selection, for saline storage projects","Flag whether the conventional oilfield is near the end of secondary (waterflood) recovery and could be likely to economically transition to tertiary (EOR) recovery, based on original and current oil in place estimates",CO2_S_COM FYBE cost of storage; or CO2 EOR Evaluation System FYBE price of CO2,"Flag whether the saline formation or conventional oilfield has adequate CO2 storage capacity, accounting for pressure interference, for 30 years of storage at user selected injection rate","Combined Transport and Storage FYBE cost, from Co2 source's perspective, if appropraite flags are ""Yes"" and transportation distance is <1000 miles","The unique identifying number aligns to CO2_S_COM geologic database formations, and CO2 EOR Evaluation System oilfields, repeated for CTS tool lookup functionality",,PISC - State - Average Mass Flow Rate - Formation - Capacity Factor lookup key for CO2_S_COM FYBE prices
SALINE/EOR,#,Basin - State Abbreviation (if multi-state basin),Formation and Number,Abbv.,decimal degrees,decimal degrees,,lat,long,mi,mi,2023$/t,multiple,mi,2023$/t,mi,2023$/t,2023$/t,Years,Yes/No,2023$/t,yes/no,2023$/t,fm,,S_COM cost lookup
EOR, DOFL6000100,Florida Peninsula, DOFL6000100, FL,-81.981696,25.806406,,32.7666,-96.7779,1012.731843,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,-42,YES,#N/A, DOFL6000100,,
EOR, DOFL6000300,Florida Peninsula, DOFL6000300, FL,-81.981696,25.806406,,32.7666,-96.7779,1012.731843,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,82,NO,#N/A, DOFL6000300,,
EOR, DOMO7214200,Forest City Basin - MO, DOMO7214200, MO,-93.601756,39.593632,,32.7666,-96.7779,504.326984,580,18.08776441,1,50,4.013087396,50,2.569530778,24.67038259,,NO,100,NO,124.6703826, DOMO7214200,,
EOR, DOKY7145100,Illinois Basin - KY, DOKY7145100, KY,-87.35114,37.264661,,32.7666,-96.7779,617.5878671,710,21.72552709,1,50,4.013087396,50,2.569530778,28.30814526,,NO,100,NO,128.3081453, DOKY7145100,,
EOR, DOMI6199500,Michigan Basin - MI, DOMI6199500, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,29,YES,#N/A, DOMI6199500,,
EOR, DOMI6202200,Michigan Basin - MI, DOMI6202200, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,80,YES,#N/A, DOMI6202200,,
EOR, DOMI6202400,Michigan Basin - MI, DOMI6202400, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-13,YES,#N/A, DOMI6202400,,
EOR, DOMI6203000,Michigan Basin - MI, DOMI6203000, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,100,NO,#N/A, DOMI6203000,,
EOR, DOMI6203100,Michigan Basin - MI, DOMI6203100, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,100,NO,#N/A, DOMI6203100,,
EOR, DOMI6204800,Michigan Basin - MI, DOMI6204800, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,100,NO,#N/A, DOMI6204800,,
EOR, DOMI6207800,Michigan Basin - MI, DOMI6207800, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,12,YES,#N/A, DOMI6207800,,
EOR, DOMI6208300,Michigan Basin - MI, DOMI6208300, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-24,NO,#N/A, DOMI6208300,,
EOR, DOMI6209000,Michigan Basin - MI, DOMI6209000, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-74,YES,#N/A, DOMI6209000,,
EOR, DOMI6209200,Michigan Basin - MI, DOMI6209200, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,44,NO,#N/A, DOMI6209200,,
EOR, DOMI6209300,Michigan Basin - MI, DOMI6209300, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-122,NO,#N/A, DOMI6209300,,
EOR, DOMI6209500,Michigan Basin - MI, DOMI6209500, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,-58,NO,#N/A, DOMI6209500,,
EOR, DOMI6209800,Michigan Basin - MI, DOMI6209800, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,16,NO,#N/A, DOMI6209800,,
EOR, DOMI6210600,Michigan Basin - MI, DOMI6210600, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-116,YES,#N/A, DOMI6210600,,
EOR, DOMI6210700,Michigan Basin - MI, DOMI6210700, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-117,NO,#N/A, DOMI6210700,,
EOR, DOMI6212100,Michigan Basin - MI, DOMI6212100, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,-29,NO,#N/A, DOMI6212100,,
EOR, DOMI6212800,Michigan Basin - MI, DOMI6212800, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-96,NO,#N/A, DOMI6212800,,
EOR, DOMI6214300,Michigan Basin - MI, DOMI6214300, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,34,NO,#N/A, DOMI6214300,,
EOR, DOMI6214800,Michigan Basin - MI, DOMI6214800, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,-4,NO,#N/A, DOMI6214800,,
EOR, DOMI6215200,Michigan Basin - MI, DOMI6215200, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,13,NO,#N/A, DOMI6215200,,
EOR, DOMI6215400,Michigan Basin - MI, DOMI6215400, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-56,NO,#N/A, DOMI6215400,,
EOR, DOMI6216700,Michigan Basin - MI, DOMI6216700, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,11,NO,#N/A, DOMI6216700,,
EOR, DOMI6217400,Michigan Basin - MI, DOMI6217400, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,57,NO,#N/A, DOMI6217400,,
EOR, DOMI6217500,Michigan Basin - MI, DOMI6217500, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,32,NO,#N/A, DOMI6217500,,
EOR, DOMI6217600,Michigan Basin - MI, DOMI6217600, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,92,NO,#N/A, DOMI6217600,,
EOR, DOMI6218600,Michigan Basin - MI, DOMI6218600, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,20,NO,#N/A, DOMI6218600,,
EOR, DOMI6218900,Michigan Basin - MI, DOMI6218900, MI,-88.340055,43.622145,,32.7666,-96.7779,878.7954034,1010,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-93,NO,#N/A, DOMI6218900,,
EOR, DOKS6262700,Nemaha Uplift - KS, DOKS6262700, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-25,YES,-3.260037346, DOKS6262700,,
EOR, DOKS6292100,Nemaha Uplift - KS, DOKS6292100, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,31,YES,52.73996265, DOKS6292100,,
EOR, DOKS6396800,Nemaha Uplift - KS, DOKS6396800, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,YES,121.7399627, DOKS6396800,,
EOR, DOKS6396900,Nemaha Uplift - KS, DOKS6396900, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-68,NO,-46.26003735, DOKS6396900,,
EOR, DOKS6397400,Nemaha Uplift - KS, DOKS6397400, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,YES,121.7399627, DOKS6397400,,
EOR, DOKS6398000,Nemaha Uplift - KS, DOKS6398000, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,-53,NO,-31.26003735, DOKS6398000,,
EOR, DOKS6398100,Nemaha Uplift - KS, DOKS6398100, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-71,NO,-49.26003735, DOKS6398100,,
EOR, DOKS6398200,Nemaha Uplift - KS, DOKS6398200, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-7,NO,14.73996265, DOKS6398200,,
EOR, DOKS6398300,Nemaha Uplift - KS, DOKS6398300, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-27,NO,-5.260037346, DOKS6398300,,
EOR, DOKS6398500,Nemaha Uplift - KS, DOKS6398500, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DOKS6398500,,
EOR, DOKS6398700,Nemaha Uplift - KS, DOKS6398700, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,98,NO,119.7399627, DOKS6398700,,
EOR, DOKS6398800,Nemaha Uplift - KS, DOKS6398800, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DOKS6398800,,
EOR, DOKS6399200,Nemaha Uplift - KS, DOKS6399200, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DOKS6399200,,
EOR, DOKS6399400,Nemaha Uplift - KS, DOKS6399400, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DOKS6399400,,
EOR, DOKS6399500,Nemaha Uplift - KS, DOKS6399500, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,50,NO,71.73996265, DOKS6399500,,
EOR, DOKS6399800,Nemaha Uplift - KS, DOKS6399800, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-85,NO,-63.26003735, DOKS6399800,,
EOR, DOKS6399900,Nemaha Uplift - KS, DOKS6399900, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,79,NO,100.7399627, DOKS6399900,,
EOR, DOKS6400200,Nemaha Uplift - KS, DOKS6400200, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DOKS6400200,,
EOR, DOKS6400600,Nemaha Uplift - KS, DOKS6400600, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-63,NO,-41.26003735, DOKS6400600,,
EOR, DOKS6401100,Nemaha Uplift - KS, DOKS6401100, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-94,NO,-72.26003735, DOKS6401100,,
EOR, DOKS6401200,Nemaha Uplift - KS, DOKS6401200, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-41,NO,-19.26003735, DOKS6401200,,
EOR, DOKS6401400,Nemaha Uplift - KS, DOKS6401400, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DOKS6401400,,
EOR, DOKS6402100,Nemaha Uplift - KS, DOKS6402100, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-17,NO,4.739962654, DOKS6402100,,
EOR, DOKS6402200,Nemaha Uplift - KS, DOKS6402200, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-23,NO,-1.260037346, DOKS6402200,,
EOR, DOKS6402600,Nemaha Uplift - KS, DOKS6402600, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DOKS6402600,,
EOR, DOKS6403000,Nemaha Uplift - KS, DOKS6403000, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,-98,NO,-76.26003735, DOKS6403000,,
EOR, DOKS6403100,Nemaha Uplift - KS, DOKS6403100, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,100,NO,121.7399627, DOKS6403100,,
EOR, DOKS6403400,Nemaha Uplift - KS, DOKS6403400, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,YES,100,NO,121.7399627, DOKS6403400,,
EOR, DOKS6403500,Nemaha Uplift - KS, DOKS6403500, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DOKS6403500,,
EOR, DOKS6403800,Nemaha Uplift - KS, DOKS6403800, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DOKS6403800,,
EOR, DOKS6404500,Nemaha Uplift - KS, DOKS6404500, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DOKS6404500,,
EOR, DOKS6404800,Nemaha Uplift - KS, DOKS6404800, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DOKS6404800,,
EOR, DOKS6407100,Nemaha Uplift - KS, DOKS6407100, KS,-96.674642,38.834601,,32.7666,-96.7779,419.7656726,480,15.15734448,1,50,4.013087396,50,2.569530778,21.73996265,,NO,100,NO,121.7399627, DOKS6407100,,
EOR, DOOK6270300,Nemaha Uplift - OK, DOOK6270300, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-72,NO,-58.57492346, DOOK6270300,,
EOR, DOOK6287000,Nemaha Uplift - OK, DOOK6287000, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-63,YES,-49.57492346, DOOK6287000,,
EOR, DOOK6292900,Nemaha Uplift - OK, DOOK6292900, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOOK6292900,,
EOR, DOOK6293400,Nemaha Uplift - OK, DOOK6293400, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-85,YES,-71.57492346, DOOK6293400,,
EOR, DOOK6302400,Nemaha Uplift - OK, DOOK6302400, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-56,YES,-42.57492346, DOOK6302400,,
EOR, DOOK6303600,Nemaha Uplift - OK, DOOK6303600, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-78,YES,-64.57492346, DOOK6303600,,
EOR, DOOK6305400,Nemaha Uplift - OK, DOOK6305400, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-133,NO,-119.5749235, DOOK6305400,,
EOR, DOOK6306400,Nemaha Uplift - OK, DOOK6306400, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-34,NO,-20.57492346, DOOK6306400,,
EOR, DOOK6306700,Nemaha Uplift - OK, DOOK6306700, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-66,NO,-52.57492346, DOOK6306700,,
EOR, DOOK6308100,Nemaha Uplift - OK, DOOK6308100, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-23,YES,-9.574923461, DOOK6308100,,
EOR, DOOK6308200,Nemaha Uplift - OK, DOOK6308200, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,1,NO,14.42507654, DOOK6308200,,
EOR, DOOK6312100,Nemaha Uplift - OK, DOOK6312100, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6312100,,
EOR, DOOK6312600,Nemaha Uplift - OK, DOOK6312600, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,YES,113.4250765, DOOK6312600,,
EOR, DOOK6312800,Nemaha Uplift - OK, DOOK6312800, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-47,YES,-33.57492346, DOOK6312800,,
EOR, DOOK6318900,Nemaha Uplift - OK, DOOK6318900, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6318900,,
EOR, DOOK6321200,Nemaha Uplift - OK, DOOK6321200, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6321200,,
EOR, DOOK6321900,Nemaha Uplift - OK, DOOK6321900, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-38,YES,-24.57492346, DOOK6321900,,
EOR, DOOK6322000,Nemaha Uplift - OK, DOOK6322000, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,97,NO,110.4250765, DOOK6322000,,
EOR, DOOK6323100,Nemaha Uplift - OK, DOOK6323100, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,9,NO,22.42507654, DOOK6323100,,
EOR, DOOK6323500,Nemaha Uplift - OK, DOOK6323500, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6323500,,
EOR, DOOK6323700,Nemaha Uplift - OK, DOOK6323700, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6323700,,
EOR, DOOK6325500,Nemaha Uplift - OK, DOOK6325500, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6325500,,
EOR, DOOK6325600,Nemaha Uplift - OK, DOOK6325600, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,19,YES,32.42507654, DOOK6325600,,
EOR, DOOK6326100,Nemaha Uplift - OK, DOOK6326100, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-68,NO,-54.57492346, DOOK6326100,,
EOR, DOOK6326500,Nemaha Uplift - OK, DOOK6326500, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6326500,,
EOR, DOOK6326600,Nemaha Uplift - OK, DOOK6326600, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,93,NO,106.4250765, DOOK6326600,,
EOR, DOOK6327100,Nemaha Uplift - OK, DOOK6327100, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6327100,,
EOR, DOOK6328800,Nemaha Uplift - OK, DOOK6328800, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6328800,,
EOR, DOOK6328900,Nemaha Uplift - OK, DOOK6328900, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6328900,,
EOR, DOOK6329700,Nemaha Uplift - OK, DOOK6329700, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6329700,,
EOR, DOOK6332000,Nemaha Uplift - OK, DOOK6332000, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6332000,,
EOR, DOOK6332400,Nemaha Uplift - OK, DOOK6332400, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,33,NO,46.42507654, DOOK6332400,,
EOR, DOOK6333100,Nemaha Uplift - OK, DOOK6333100, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,74,NO,87.42507654, DOOK6333100,,
EOR, DOOK6333200,Nemaha Uplift - OK, DOOK6333200, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-22,NO,-8.574923461, DOOK6333200,,
EOR, DOOK6333800,Nemaha Uplift - OK, DOOK6333800, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,34,NO,47.42507654, DOOK6333800,,
EOR, DOOK6334100,Nemaha Uplift - OK, DOOK6334100, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-47,NO,-33.57492346, DOOK6334100,,
EOR, DOOK6334200,Nemaha Uplift - OK, DOOK6334200, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOOK6334200,,
EOR, DOOK6334900,Nemaha Uplift - OK, DOOK6334900, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,23,NO,36.42507654, DOOK6334900,,
EOR, DOOK6335000,Nemaha Uplift - OK, DOOK6335000, OK,-97.155506,36.338053,,32.7666,-96.7779,247.9727989,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,68,NO,81.42507654, DOOK6335000,,
