Storage Project Type,Formation Number UID,Basin,Formation Identifier,Formation State,Formation Centroid Longitude,Formation Centroid Latitude,,Point Source Coordinates Latitude,Point Source Coordinates Longitude,Dedicated or Trunkline Distance,Distance Estimate for CO2_T_COM Results,Dedicated or Trunkline Transport Cost,Parallel Trunkline Multiplier,Gathering Line Distance,Gathering Line Transport Cost,Distribution Line Distance,Distribution Line Cost,Combined Transport Cost,PISC,Shovel Ready EOR,Storage Cost,30 Year Capacity,T&S Cost If Eligible,Formation Identifier (Rpt.),,CTS Tool Utility: Storage Lookup Key
Storage Project Type (SALINE = saline aquifer; EOR = conventional oilfield converted to CO2 Enhanced Oil Revocery),"The unique identifying number aligns to CO2_S_COM geologic database formations, and CO2 EOR Evaluation System oilfields","The basin name is based on USGS oil and gas province names, used for conventional oilfields",aligns to CO2_S_COM geologic database formations; the numbers refer to defined portions of the overall reservoir,U.S. state abbreviation where the formation centroid is located,Saline formation or Basin - State (oilfield proxy) geographic centroid longitude,Saline formation or Basin - State (oilfield proxy) geographic centroid latitude,,latitude; decimal degrees (based on user source location input),longitude; decimal degrees (based on user source location input),"straight-line distance between point source and formation centroid, in miles, accounting for curvature of the earth","distance between point source and formation centroid, rounded to nearest 10 miles, accounting for user input tortuosity","CO2_T_COM FYBE cost, adjusted to user selected cost basis year","number of parallel trunklines selected by user (1, 2, or 3); default is 1 if dedicated pipeline option is selected by user","pipeline distance between point source and trunkline, if selected; 1/10th the length of the trunkline, maximum of 50 miles","CO2_T_COM FYBE cost of gathering pipeline, if trunkline option is selected by user","pipeline distance between trunkline and storage site, if trunkline selected; 1/10th the length of the trunkline, maximum of 50 miles","CO2_T_COM FYBE cost of distribution pipeline, if trunkline option is selected by user","Total Transport cost, for all estimated distances below 1000 miles.  CTS tool assumes pipelines over 1000 miles are not tenable.","Post Injection Site Care duration in years based on user selection, for saline storage projects","Flag whether the conventional oilfield is near the end of secondary (waterflood) recovery and could be likely to economically transition to tertiary (EOR) recovery, based on original and current oil in place estimates",CO2_S_COM FYBE cost of storage; or CO2 EOR Evaluation System FYBE price of CO2,"Flag whether the saline formation or conventional oilfield has adequate CO2 storage capacity, accounting for pressure interference, for 30 years of storage at user selected injection rate","Combined Transport and Storage FYBE cost, from Co2 source's perspective, if appropraite flags are ""Yes"" and transportation distance is <1000 miles","The unique identifying number aligns to CO2_S_COM geologic database formations, and CO2 EOR Evaluation System oilfields, repeated for CTS tool lookup functionality",,PISC - State - Average Mass Flow Rate - Formation - Capacity Factor lookup key for CO2_S_COM FYBE prices
SALINE/EOR,#,Basin - State Abbreviation (if multi-state basin),Formation and Number,Abbv.,decimal degrees,decimal degrees,,lat,long,mi,mi,2023$/t,multiple,mi,2023$/t,mi,2023$/t,2023$/t,Years,Yes/No,2023$/t,yes/no,2023$/t,fm,,S_COM cost lookup
EOR, DOTX6059900,Western Gulf - TX, DOTX6059900, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-73,NO,-59.57492346, DOTX6059900,,
EOR, DOTX6060300,Western Gulf - TX, DOTX6060300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,YES,113.4250765, DOTX6060300,,
EOR, DOTX6060400,Western Gulf - TX, DOTX6060400, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,-15,YES,-1.574923461, DOTX6060400,,
EOR, DOTX6060500,Western Gulf - TX, DOTX6060500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-55,YES,-41.57492346, DOTX6060500,,
EOR, DOTX6060700,Western Gulf - TX, DOTX6060700, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-81,YES,-67.57492346, DOTX6060700,,
EOR, DOTX6062400,Western Gulf - TX, DOTX6062400, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOTX6062400,,
EOR, DOTX6063900,Western Gulf - TX, DOTX6063900, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-73,YES,-59.57492346, DOTX6063900,,
EOR, DOTX6064500,Western Gulf - TX, DOTX6064500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,53,NO,66.42507654, DOTX6064500,,
EOR, DOTX6066800,Western Gulf - TX, DOTX6066800, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,-87,YES,-73.57492346, DOTX6066800,,
EOR, DOTX6066900,Western Gulf - TX, DOTX6066900, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-5,NO,8.425076539, DOTX6066900,,
EOR, DOTX6071500,Western Gulf - TX, DOTX6071500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-46,YES,-32.57492346, DOTX6071500,,
EOR, DOTX6073000,Western Gulf - TX, DOTX6073000, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,26,NO,39.42507654, DOTX6073000,,
EOR, DOTX6073600,Western Gulf - TX, DOTX6073600, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-81,YES,-67.57492346, DOTX6073600,,
EOR, DOTX6074300,Western Gulf - TX, DOTX6074300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,16,NO,29.42507654, DOTX6074300,,
EOR, DOTX6074800,Western Gulf - TX, DOTX6074800, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-24,YES,-10.57492346, DOTX6074800,,
EOR, DOTX6078500,Western Gulf - TX, DOTX6078500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,-12,YES,1.425076539, DOTX6078500,,
EOR, DOTX6079300,Western Gulf - TX, DOTX6079300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-1,NO,12.42507654, DOTX6079300,,
EOR, DOTX6079600,Western Gulf - TX, DOTX6079600, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-83,YES,-69.57492346, DOTX6079600,,
EOR, DOTX6080400,Western Gulf - TX, DOTX6080400, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,6,YES,19.42507654, DOTX6080400,,
EOR, DOTX6080600,Western Gulf - TX, DOTX6080600, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,18,NO,31.42507654, DOTX6080600,,
EOR, DOTX6080700,Western Gulf - TX, DOTX6080700, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-36,YES,-22.57492346, DOTX6080700,,
EOR, DOTX6081400,Western Gulf - TX, DOTX6081400, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-115,YES,-101.5749235, DOTX6081400,,
EOR, DOTX6081800,Western Gulf - TX, DOTX6081800, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,9,NO,22.42507654, DOTX6081800,,
EOR, DOTX6083100,Western Gulf - TX, DOTX6083100, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,-8,YES,5.425076539, DOTX6083100,,
EOR, DOTX6083400,Western Gulf - TX, DOTX6083400, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,YES,113.4250765, DOTX6083400,,
EOR, DOTX6084500,Western Gulf - TX, DOTX6084500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-106,YES,-92.57492346, DOTX6084500,,
EOR, DOTX6084600,Western Gulf - TX, DOTX6084600, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,65,YES,78.42507654, DOTX6084600,,
EOR, DOTX6084700,Western Gulf - TX, DOTX6084700, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOTX6084700,,
EOR, DOTX6084900,Western Gulf - TX, DOTX6084900, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-52,YES,-38.57492346, DOTX6084900,,
EOR, DOTX6086100,Western Gulf - TX, DOTX6086100, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOTX6086100,,
EOR, DOTX6086600,Western Gulf - TX, DOTX6086600, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,3,YES,16.42507654, DOTX6086600,,
EOR, DOTX6088300,Western Gulf - TX, DOTX6088300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,98,NO,111.4250765, DOTX6088300,,
EOR, DOTX6089700,Western Gulf - TX, DOTX6089700, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOTX6089700,,
EOR, DOTX6089900,Western Gulf - TX, DOTX6089900, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-98,YES,-84.57492346, DOTX6089900,,
EOR, DOTX6092000,Western Gulf - TX, DOTX6092000, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,12,YES,25.42507654, DOTX6092000,,
EOR, DOTX6094100,Western Gulf - TX, DOTX6094100, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-100,YES,-86.57492346, DOTX6094100,,
EOR, DOTX6095500,Western Gulf - TX, DOTX6095500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,38,NO,51.42507654, DOTX6095500,,
EOR, DOTX6097300,Western Gulf - TX, DOTX6097300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-24,YES,-10.57492346, DOTX6097300,,
EOR, DOTX6097400,Western Gulf - TX, DOTX6097400, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-55,YES,-41.57492346, DOTX6097400,,
EOR, DOTX6097500,Western Gulf - TX, DOTX6097500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-31,YES,-17.57492346, DOTX6097500,,
EOR, DOTX6097700,Western Gulf - TX, DOTX6097700, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,81,NO,94.42507654, DOTX6097700,,
EOR, DOTX6100300,Western Gulf - TX, DOTX6100300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-81,YES,-67.57492346, DOTX6100300,,
EOR, DOTX6100400,Western Gulf - TX, DOTX6100400, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,-49,NO,-35.57492346, DOTX6100400,,
EOR, DOTX6101900,Western Gulf - TX, DOTX6101900, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,YES,113.4250765, DOTX6101900,,
EOR, DOTX6102200,Western Gulf - TX, DOTX6102200, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,4,YES,17.42507654, DOTX6102200,,
EOR, DOTX6102300,Western Gulf - TX, DOTX6102300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,18,YES,31.42507654, DOTX6102300,,
EOR, DOTX6102900,Western Gulf - TX, DOTX6102900, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOTX6102900,,
EOR, DOTX6103300,Western Gulf - TX, DOTX6103300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOTX6103300,,
EOR, DOTX6106500,Western Gulf - TX, DOTX6106500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,-12,NO,1.425076539, DOTX6106500,,
EOR, DOTX6106600,Western Gulf - TX, DOTX6106600, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOTX6106600,,
EOR, DOTX6107600,Western Gulf - TX, DOTX6107600, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-29,YES,-15.57492346, DOTX6107600,,
EOR, DOTX6107700,Western Gulf - TX, DOTX6107700, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-46,YES,-32.57492346, DOTX6107700,,
EOR, DOTX6108500,Western Gulf - TX, DOTX6108500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,33,YES,46.42507654, DOTX6108500,,
EOR, DOTX6109300,Western Gulf - TX, DOTX6109300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,YES,113.4250765, DOTX6109300,,
EOR, DOTX6110300,Western Gulf - TX, DOTX6110300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-50,YES,-36.57492346, DOTX6110300,,
EOR, DOTX6112500,Western Gulf - TX, DOTX6112500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,64,NO,77.42507654, DOTX6112500,,
EOR, DOTX6112600,Western Gulf - TX, DOTX6112600, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-28,NO,-14.57492346, DOTX6112600,,
EOR, DOTX6114600,Western Gulf - TX, DOTX6114600, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOTX6114600,,
EOR, DOTX6116200,Western Gulf - TX, DOTX6116200, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-1,NO,12.42507654, DOTX6116200,,
EOR, DOTX6116800,Western Gulf - TX, DOTX6116800, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOTX6116800,,
EOR, DOTX6117000,Western Gulf - TX, DOTX6117000, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOTX6117000,,
EOR, DOTX6119500,Western Gulf - TX, DOTX6119500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOTX6119500,,
EOR, DOTX6120000,Western Gulf - TX, DOTX6120000, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,YES,113.4250765, DOTX6120000,,
EOR, DOTX6121900,Western Gulf - TX, DOTX6121900, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOTX6121900,,
EOR, DOTX6122500,Western Gulf - TX, DOTX6122500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOTX6122500,,
EOR, DOTX6122600,Western Gulf - TX, DOTX6122600, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOTX6122600,,
EOR, DOTX6124100,Western Gulf - TX, DOTX6124100, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-26,YES,-12.57492346, DOTX6124100,,
EOR, DOTX6124900,Western Gulf - TX, DOTX6124900, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-59,NO,-45.57492346, DOTX6124900,,
EOR, DOTX6125000,Western Gulf - TX, DOTX6125000, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOTX6125000,,
EOR, DOTX6125300,Western Gulf - TX, DOTX6125300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOTX6125300,,
EOR, DOTX6125500,Western Gulf - TX, DOTX6125500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,78,NO,91.42507654, DOTX6125500,,
EOR, DOTX6128500,Western Gulf - TX, DOTX6128500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOTX6128500,,
EOR, DOTX6130300,Western Gulf - TX, DOTX6130300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,33,YES,46.42507654, DOTX6130300,,
EOR, DOTX6130500,Western Gulf - TX, DOTX6130500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOTX6130500,,
EOR, DOTX6131100,Western Gulf - TX, DOTX6131100, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-59,YES,-45.57492346, DOTX6131100,,
EOR, DOTX6131200,Western Gulf - TX, DOTX6131200, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOTX6131200,,
EOR, DOTX6131800,Western Gulf - TX, DOTX6131800, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOTX6131800,,
EOR, DOTX6132100,Western Gulf - TX, DOTX6132100, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,50,NO,63.42507654, DOTX6132100,,
EOR, DOTX6132300,Western Gulf - TX, DOTX6132300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,6,NO,19.42507654, DOTX6132300,,
EOR, DOTX6132900,Western Gulf - TX, DOTX6132900, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,0,NO,13.42507654, DOTX6132900,,
EOR, DOTX6135100,Western Gulf - TX, DOTX6135100, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,YES,113.4250765, DOTX6135100,,
EOR, DOTX6135800,Western Gulf - TX, DOTX6135800, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-60,NO,-46.57492346, DOTX6135800,,
EOR, DOTX6137300,Western Gulf - TX, DOTX6137300, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOTX6137300,,
EOR, DOTX6139800,Western Gulf - TX, DOTX6139800, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-94,YES,-80.57492346, DOTX6139800,,
EOR, DOTX6141200,Western Gulf - TX, DOTX6141200, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,YES,100,NO,113.4250765, DOTX6141200,,
EOR, DOTX6142100,Western Gulf - TX, DOTX6142100, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOTX6142100,,
EOR, DOTX6148200,Western Gulf - TX, DOTX6148200, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,100,NO,113.4250765, DOTX6148200,,
EOR, DOTX6149500,Western Gulf - TX, DOTX6149500, TX,-97.253175,29.14989,,32.7666,-96.7779,251.751482,290,9.469731408,1,30,2.280819455,30,1.674525676,13.42507654,,NO,-18,NO,-4.574923461, DOTX6149500,,
EOR, DOMT6481500,Williston Basin - MT, DOMT6481500, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-126,YES,#N/A, DOMT6481500,,
EOR, DOMT6481600,Williston Basin - MT, DOMT6481600, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,8,YES,#N/A, DOMT6481600,,
EOR, DOMT6481700,Williston Basin - MT, DOMT6481700, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,NO,#N/A, DOMT6481700,,
EOR, DOMT6481800,Williston Basin - MT, DOMT6481800, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,YES,#N/A, DOMT6481800,,
EOR, DOMT6481900,Williston Basin - MT, DOMT6481900, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,YES,#N/A, DOMT6481900,,
EOR, DOMT6483200,Williston Basin - MT, DOMT6483200, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,10,YES,#N/A, DOMT6483200,,
EOR, DOMT6485200,Williston Basin - MT, DOMT6485200, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,NO,#N/A, DOMT6485200,,
EOR, DOMT6486000,Williston Basin - MT, DOMT6486000, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-50,YES,#N/A, DOMT6486000,,
EOR, DOMT6490200,Williston Basin - MT, DOMT6490200, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,-30,YES,#N/A, DOMT6490200,,
EOR, DOMT6491800,Williston Basin - MT, DOMT6491800, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,NO,#N/A, DOMT6491800,,
EOR, DOMT6491900,Williston Basin - MT, DOMT6491900, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,65,YES,#N/A, DOMT6491900,,
EOR, DOMT6492400,Williston Basin - MT, DOMT6492400, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,NO,#N/A, DOMT6492400,,
EOR, DOMT6493400,Williston Basin - MT, DOMT6493400, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,94,NO,#N/A, DOMT6493400,,
EOR, DOMT6498300,Williston Basin - MT, DOMT6498300, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,40,NO,#N/A, DOMT6498300,,
EOR, DOMT6503600,Williston Basin - MT, DOMT6503600, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,84,NO,#N/A, DOMT6503600,,
EOR, DOMT6506000,Williston Basin - MT, DOMT6506000, MT,-105.135614,47.690216,,32.7666,-96.7779,1121.056659,1290,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,NO,#N/A, DOMT6506000,,
EOR, DOND6480600,Williston Basin - ND, DOND6480600, ND,-101.880459,47.526298,,32.7666,-96.7779,1055.370044,1210,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-19,YES,#N/A, DOND6480600,,
EOR, DOND6480900,Williston Basin - ND, DOND6480900, ND,-101.880459,47.526298,,32.7666,-96.7779,1055.370044,1210,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-70,YES,#N/A, DOND6480900,,
